"code","labels","SBI1","SBI2","SBI3","SBI4"
"72.19.2","Technisch speur- en ontwikkelingswerk","M","72","1","9"
"72.19.3","Speur- en ontwikkelingswerk op het gebied van gezondheid en voeding (niet biotechnologisch)","M","72","1","9"
"72.19.9","Overig natuurwetenschappelijk speur- en ontwikkelingswerk (niet biotechnologisch)","M","72","1","9"
"72.20","Speur- en ontwikkelingswerk op het gebied van de maatschappij- en geesteswetenschappen","M","72","2","0"
"73.11","Reclamebureaus","M","73","1","1"
"73.12","Handel in advertentieruimte en -tijd","M","73","1","2"
"73.20","Markt- en opinieonderzoekbureaus","M","73","2","0"
"74.10","Industrieel ontwerp en vormgeving","M","74","1","0"
"74.20","Fotografie en ontwikkelen van foto's en films","M","74","2","0"
"74.20.1","Fotografie","M","74","2","0"
"74.20.2","Ontwikkelwinkels","M","74","2","0"
"74.20.3","Ontwikkelcentrales","M","74","2","0"
"74.30","Vertalers en tolken","M","74","3","0"
"74.90","Overige specialistische zakelijke dienstverlening  ","M","74","9","0"
"75.00","Veterinaire dienstverlening","M","75","0","0"
"77.11","Verhuur en lease van personenauto's en lichte bedrijfsauto's","N","77","1","1"
"77.11.1","Verhuur van personenauto's en lichte bedrijfsauto's (geen operational lease)","N","77","1","1"
"77.11.2","Operational lease van personenauto's en lichte bedrijfsauto's","N","77","1","1"
"77.12","Verhuur en lease van vrachtwagens, autobussen, caravans en aanhangwagens","N","77","1","2"
"77.21","Verhuur van sport- en recreatieartikelen","N","77","2","1"
"77.22","Videotheken","N","77","2","2"
"77.29","Verhuur van overige consumentenartikelen","N","77","2","9"
"77.29.1","Verhuur van leesportefeuilles","N","77","2","9"
"77.29.2","Verhuur van kleding en huishoudelijke artikelen","N","77","2","9"
"77.29.9","Verhuur van overige consumentenartikelen n.e.g. ","N","77","2","9"
"77.31","Verhuur en lease van landbouwmachines en  werktuigen","N","77","3","1"
"77.32","Verhuur en lease van machines en installaties voor de bouw","N","77","3","2"
"77.33","Verhuur en lease van computers en kantoorapparatuur","N","77","3","3"
"77.34","Verhuur en lease van schepen","N","77","3","4"
"77.35","Verhuur en lease van vliegtuigen","N","77","3","5"
"77.39","Verhuur en lease van overige machines en werktuigen en van overige goederen","N","77","3","9"
"77.39.1","Verhuur van automaten","N","77","3","9"
"77.39.9","Verhuur en lease van overige machines en werktuigen en van overige  goederen (geen ","N","77","3","9"
"77.40","Lease van niet-financiële immateriële activa","N","77","4","0"
"78.10","Arbeidsbemiddeling","N","78","1","0"
"78.20","Uitzendbureaus, uitleenbureaus en banenpools","N","78","2","0"
"78.20.1","Uitzendbureaus ","N","78","2","0"
"78.20.2","Uitleenbureaus","N","78","2","0"
"78.20.3","Banenpools (werkgelegenheidsprojecten)","N","78","2","0"
"78.30","Payrolling (personeelsbeheer)","N","78","3","0"
"79.11","Reisbemiddeling","N","79","1","1"
"79.12","Reisorganisatie","N","79","1","2"
"79.90","Informatieverstrekking op het gebied van toerisme en reserveringsbureaus","N","79","9","0"
"80.10","Particuliere beveiliging ","N","80","1","0"
"80.20","Beveiliging via  beveiligingssystemen","N","80","2","0"
"80.30","Opsporing","N","80","3","0"
"81.10","Facility management","N","81","1","0"
"81.21","Interieurreiniging van gebouwen","N","81","2","1"
"81.22","Gespecialiseerde reiniging van gebouwen en industriële reiniging","N","81","2","2"
"81.29","Overige reiniging ","N","81","2","9"
"81.30","Landschapsverzorging","N","81","3","0"
"82.11","Brede administratieve dienstverlening ","N","82","1","1"
"82.19","Secretariële dienstverlening ","N","82","1","9"
"82.20","Callcenters","N","82","2","0"
"82.30","Organiseren van congressen en beurzen","N","82","3","0"
"82.91","Kredietinformatie- en incassobureaus","N","82","9","1"
"82.92","Pakken, sorteren e.d. in loon","N","82","9","2"
"82.99","Overige zakelijke dienstverlening n.e.g.","N","82","9","9"
"82.99.1","Veilingen van landbouw-, tuinbouw- en visserijproducten","N","82","9","9"
"82.99.2","Veilingen van huisraad, kunst, antiek, machines e.d. roerende goederen","N","82","9","9"
"82.99.9","Overige zakelijke dienstverlening n.e.g. ","N","82","9","9"
"84.11","Algemeen overheidsbestuur","O","84","1","1"
"84.12","Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale ","O","84","1","2"
"84.13","Openbaar bestuur op het gebied van het bedrijfsleven","O","84","1","3"
"84.21","Buitenlandse zaken","O","84","2","1"
"84.22","Defensie","O","84","2","2"
"84.23","Justitie","O","84","2","3"
"84.23.1","Rechtspraak","O","84","2","3"
"84.23.2","Ministerie van Justitie en gevangeniswezen","O","84","2","3"
"84.24","Politie","O","84","2","4"
"84.25","Brandweer","O","84","2","5"
"84.30","Verplichte sociale verzekeringen","O","84","3","0"
"85.20","Primair en speciaal onderwijs","P","85","2","0"
"85.20.1","Basisonderwijs voor leerplichtigen","P","85","2","0"
"85.20.2","Speciaal basisonderwijs","P","85","2","0"
"85.20.3","Speciaal onderwijs in expertisecentra","P","85","2","0"
"85.31","Algemeen vormend voortgezet onderwijs","P","85","3","1"
"85.31.1","Havo en vwo","P","85","3","1"
"85.31.2","Voorbereidend middelbaar beroepsonderwijs","P","85","3","1"
"85.31.3","Praktijkonderwijs","P","85","3","1"
"85.31.4","Brede scholengemeenschappen voor voortgezet onderwijs","P","85","3","1"
"85.32","Middelbaar beroepsonderwijs en educatie","P","85","3","2"
"85.32.1","Middelbaar beroepsonderwijs","P","85","3","2"
"85.32.2","Educatie","P","85","3","2"
"85.32.3","Middelbaar beroepsonderwijs en educatie (gecombineerd)","P","85","3","2"
"85.41","Niet-universitair hoger onderwijs","P","85","4","1"
"85.42","Universitair hoger onderwijs","P","85","4","2"
"85.51","Sport- en recreatieonderwijs","P","85","5","1"
"85.51.1","Zeil- en surfscholen","P","85","5","1"
"85.51.9","Overig sport- en recreatieonderwijs","P","85","5","1"
"85.52","Cultureel onderwijs ","P","85","5","2"
"85.52.1","Dansscholen","P","85","5","2"
"85.52.2","Kunstzinnige vorming van amateurs (geen dansscholen)","P","85","5","2"
"85.53","Auto- en motorrijscholen","P","85","5","3"
"85.59","Overig onderwijs n.e.g.","P","85","5","9"
"85.59.1","Afstandsonderwijs","P","85","5","9"
"85.59.2","Bedrijfsopleiding en -training","P","85","5","9"
"85.59.9","Studiebegeleiding, vorming en onderwijs n.e.g.","P","85","5","9"
"85.60","Dienstverlening voor het onderwijs","P","85","6","0"
"86.10","Ziekenhuizen","Q","86","1","0"
"86.10.1","Universitair medische centra ","Q","86","1","0"
"86.10.2","Algemene ziekenhuizen ","Q","86","1","0"
"86.10.3","Categorale ziekenhuizen ","Q","86","1","0"
"86.10.4","Geestelijke gezondheids- en verslavingszorg met overnachting","Q","86","1","0"
"86.21","Praktijken van huisartsen","Q","86","2","1"
"86.22","Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde)","Q","86","2","2"
"86.22.1","Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of ","Q","86","2","2"
"86.22.2","Praktijken van psychiaters en dagbehandelcentra voor geestelijke gezondheids- en verslavingszorg","Q","86","2","2"
"86.23","Tandartspraktijken","Q","86","2","3"
"86.23.1","Praktijken van tandartsen","Q","86","2","3"
"86.23.2","Praktijken van tandheelkundig specialisten","Q","86","2","3"
"86.91","Praktijken van verloskundigen en paramedici","Q","86","9","1"
"86.91.1","Praktijken van verloskundigen","Q","86","9","1"
"86.91.2","Praktijken van fysiotherapeuten","Q","86","9","1"
"86.91.3","Praktijken van psychotherapeuten en psychologen","Q","86","9","1"
"86.91.9","Overige paramedische praktijken (geen fysiotherapie en psychologie) en alternatieve genezers","Q","86","9","1"
"86.92","Overige aanbieders van gezondheidszorg zonder overnachting en gezondheidsondersteunende ","Q","86","9","2"
"86.92.1","Gezondheidscentra","Q","86","9","2"
"86.92.2","Arbobegeleiding en reïntegratie","Q","86","9","2"
"86.92.3","Preventieve gezondheidszorg (geen arbobegeleiding)","Q","86","9","2"
"86.92.4","Medische laboratoria, trombodediensten en overig behandelingsondersteunend onderzoek ","Q","86","9","2"
"86.92.5","Ambulancediensten en centrale posten","Q","86","9","2"
"86.92.9","Samenwerkingsorganen op het gebied van gezondheidszorg en overige ","Q","86","9","2"
"87.10","Verpleeghuizen","Q","87","1","0"
"87.20","Huizen en dagverblijven voor verstandelijk gehandicapten en psychiatrische cliënten ","Q","87","2","0"
"87.30","Huizen en dagverblijven voor niet-verstandelijk gehandicapten en verzorgingshuizen ","Q","87","3","0"
"87.30.1","Huizen en dagverblijven voor niet-verstandelijk gehandicapten ","Q","87","3","0"
"87.30.2","Verzorgingshuizen","Q","87","3","0"
"87.90","Jeugdzorg en maatschappelijke opvang met overnachting ","Q","87","9","0"
"87.90.1","Jeugdzorg met overnachting en dagverblijven voor jeugdzorg","Q","87","9","0"
"87.90.2","Maatschappelijk opvang met overnachting ","Q","87","9","0"
"88.10","Maatschappelijke dienstverlening zonder overnachting gericht op ouderen en  gehandicapten ","Q","88","1","0"
"88.10.1","Thuiszorg","Q","88","1","0"
"88.10.2","Welzijnswerk voor ouderen","Q","88","1","0"
"88.10.3","Ondersteuning en begeleiding van gehandicapten","Q","88","1","0"
"88.91","Kinderopvang en peuterspeelzaalwerk","Q","88","9","1"
"88.91.1","Kinderopvang","Q","88","9","1"
"88.91.2","Peuterspeelzaalwerk","Q","88","9","1"
"88.99","Ambulante jeugdzorg, maatschappelijk werk en advies en lokaal welzijnswerk ","Q","88","9","9"
"88.99.1","Ambulante jeugdzorg","Q","88","9","9"
"88.99.2","Maatschappelijk werk ","Q","88","9","9"
"88.99.3","Lokaal welzijnswerk","Q","88","9","9"
"88.99.9","Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van","Q","88","9","9"
"90.01","Podiumkunst en -vermaak","R","90","0","1"
"90.01.1","Beoefening van podiumkunst","R","90","0","1"
"90.01.2","Producenten van podiumkunst","R","90","0","1"
"90.01.3","Circus en variété","R","90","0","1"
"90.02","Dienstverlening voor uitvoerende kunst","R","90","0","2"
"90.03","Schrijven en overige scheppende kunst","R","90","0","3"
"90.04","Theaters, schouwburgen en evenementenhallen ","R","90","0","4"
"90.04.1","Theaters en schouwburgen","R","90","0","4"
"90.04.2","Evenementenhallen","R","90","0","4"
"91.01","Culturele uitleencentra en openbare archieven","R","91","0","1"
"91.01.1","Openbare bibliotheken","R","91","0","1"
"91.01.2","Kunstuitleencentra","R","91","0","1"
"91.01.9","Overige culturele uitleencentra en openbare archieven","R","91","0","1"
"91.02","Musea, kunstgalerieën en -expositieruimten","R","91","0","2"
"91.02.1","Musea","R","91","0","2"
"91.02.2","Kunstgalerieën en -expositieruimten","R","91","0","2"
"91.03","Monumentenzorg","R","91","0","3"
"91.04","Dieren- en plantentuinen; natuurbehoud ","R","91","0","4"
"91.04.1","Dieren- en plantentuinen, kinderboerderijen","R","91","0","4"
"91.04.2","Natuurbehoud","R","91","0","4"
"92.00","Loterijen en kansspelen","R","92","0","0"
"92.00.1","Loterijen en kansspelen (geen amusementsautomaten)","R","92","0","0"
"92.00.9","Exploitatie van amusements- en speelautomaten","R","92","0","0"
"93.11","Sportaccommodaties","R","93","1","1"
"93.11.1","Zwembaden","R","93","1","1"
"93.11.2","Sporthallen, sportzalen en gymzalen","R","93","1","1"
"93.11.3","Sportvelden","R","93","1","1"
"93.11.9","Overige sportaccommodaties","R","93","1","1"
"93.12","Buitensport","R","93","1","2"
"93.12.1","Veldvoetbal","R","93","1","2"
"93.12.2","Veldsport in teamverband (geen voetbal) ","R","93","1","2"
"93.12.3","Atletiek","R","93","1","2"
"93.12.4","Tennis","R","93","1","2"
"93.12.5","Paardensport en maneges","R","93","1","2"
"93.12.6","Wielersport","R","93","1","2"
"93.12.7","Auto- en motorsport","R","93","1","2"
"93.12.8","Wintersport","R","93","1","2"
"93.12.9","Overige buitensport","R","93","1","2"
"93.13","Fitnesscentra","R","93","1","3"
"93.14","Binnensport","R","93","1","4"
"93.14.1","Individuele zaalsport ","R","93","1","4"
"93.14.2","Zaalsport in teamverband","R","93","1","4"
"93.14.3","Kracht- en vechtsport","R","93","1","4"
"93.14.4","Bowlen, kegelen, biljarten e.d.","R","93","1","4"
"93.14.5","Denksport","R","93","1","4"
"93.14.6","Sportscholen","R","93","1","4"
"93.14.9","Overige binnensport en omnisport","R","93","1","4"
"93.15","Watersport","R","93","1","5"
"93.15.1","Zwem- en onderwatersport","R","93","1","5"
"93.15.2","Roei-, kano-, zeil- en surfsport e.d.","R","93","1","5"
"93.19","Overige sportactiviteiten","R","93","1","9"
"93.19.1","Beroepssportlieden","R","93","1","9"
"93.19.2","Hengelsport","R","93","1","9"
"93.19.3","Verzorgen van vistochten","R","93","1","9"
"93.19.4","Supportersverenigingen (sport)","R","93","1","9"
"93.19.5","Organiseren van sportevenementen","R","93","1","9"
"93.19.6","Overkoepelende organen en samenwerkings- en adviesorganen op het gebied van sport","R","93","1","9"
"93.19.9","Overige sportactiviteiten n.e.g.","R","93","1","9"
"93.21","Pret- en themaparken; kermisattracties","R","93","2","1"
"93.21.1","Pret- en themaparken","R","93","2","1"
"93.21.2","Kermisattracties","R","93","2","1"
"93.29","Overige recreatie n.e.g.","R","93","2","9"
"93.29.1","Jachthavens","R","93","2","9"
"93.29.9","Overige recreatie n.e.g.(geen jachthavens)","R","93","2","9"
"94.11","Bedrijfs- en werkgeversorganisaties","S","94","1","1"
"94.12","Beroepsorganisaties","S","94","1","2"
"94.20","Werknemersorganisaties","S","94","2","0"
"94.91","Levensbeschouwelijke organisaties","S","94","9","1"
"94.91.1","Religieuze organisaties","S","94","9","1"
"94.91.9","Overige levensbeschouwelijke organisaties","S","94","9","1"
"94.92","Politieke organisaties","S","94","9","2"
"94.99","Overige belangen- en ideële organisaties; hobbyclubs","S","94","9","9"
"94.99.1","Gezelligheidsverenigingen","S","94","9","9"
"94.99.2","Hobbyclubs","S","94","9","9"
"94.99.3","Steunfondsen (niet op het gebied van welzijnszorg)","S","94","9","9"
"94.99.4","Vriendenkringen op het gebied van cultuur, fanclubs en overige kunstbevordering","S","94","9","9"
"94.99.5","Overkoepelende organen en samenwerkings- en adviesorganen (niet op het gebied van gezondheids-","S","94","9","9"
"94.99.6","Overige ideële organisaties n.e.g.","S","94","9","9"
"94.99.7","Overige belangenbehartiging n.e.g.","S","94","9","9"
"95.11","Reparatie van computers en randapparatuur","S","95","1","1"
"95.12","Reparatie van communicatieapparatuur","S","95","1","2"
"95.21","Reparatie van consumentenelektronica (geen computers)","S","95","2","1"
"95.22","Reparatie van elektrische huishoudelijke apparaten ","S","95","2","2"
"95.23","Reparatie van schoenen en lederwaren","S","95","2","3"
"95.24","Reparatie en stoffering van meubels","S","95","2","4"
"95.25","Reparatie van uurwerken en juweliersartikelen","S","95","2","5"
"95.29","Reparatie van overige consumentenartikelen","S","95","2","9"
"96.01","Reinigen van kleding en textiel","S","96","0","1"
"96.01.1","Wasserijen en linnenverhuur","S","96","0","1"
"96.01.2","Chemische wasserijen en ververijen","S","96","0","1"
"96.01.3","Wassalons en -verzendinrichtingen","S","96","0","1"
"96.02","Haar- en schoonheidsverzorging","S","96","0","2"
"96.02.1","Haarverzorging","S","96","0","2"
"96.02.2","Schoonheidsverzorging, pedicures en manicures","S","96","0","2"
"96.03","Uitvaartverzorging, crematoria, mortuaria en begraafplaatsen","S","96","0","3"
"96.03.1","Uitvaartverzorging","S","96","0","3"
"96.03.2","Crematoria, mortuaria en begraafplaatsen","S","96","0","3"
"96.04","Sauna's, solaria, baden e.d.","S","96","0","4"
"96.09","Overige dienstverlening n.e.g.","S","96","0","9"
"97.00","Huishoudens als werkgever van huishoudelijk personeel","T","97","0","0"
"98.10","Niet-gespecificeerde productie van goederen door particuliere huishoudens voor eigen gebruik","T","98","1","0"
"98.20","Niet-gespecificeerde productie van diensten door particuliere huishoudens voor eigen gebruik","T","98","2","0"
"99.00","Extraterritoriale organisaties en lichamen","U","99","0","0"
